# MAG          N-AS          N-FS        MS-ID; note N_AS=0 highlights singles or FS only
     3.200         0         0         59772
     2.500         0         0         44082
     2.800         0         0         59670
     2.500         0         0         57441
     2.500         0         0         55610
     2.500         0         0         53589
     2.500         0         0         13409
     2.500         0         0         28987
     2.600         0         0         57444
     2.700         0         0         52421
     2.800         0         0         18823
     2.500         0         0         29231
     3.100         0         0         55842
     2.600         0         0          2705
     3.700         0         0         55422
     2.700         0         0         52639
     2.600         0         0         27731
     2.700         0         0         60755
     3.200         0         0         28531
     2.800         0         0         28614
     3.000         0         0         21174
     2.500         0         0         22505
     2.700         0         0         49973
     2.600         0         0         34607
     4.000         0         0         39210
     2.700         0         0         49193
     2.500         0         0         29389
     3.200         0         0         58561
     3.100         0         0         59770
     2.700         0         0         41511
     2.500         0         0         40316
     2.600         0         0         40286
     2.600         0         0         44265
     2.600         0         0         38111
     3.400         0         0         21313
     2.600         0         0         53602
     2.700         0         0         60185
     2.600         0         0         60190
     2.500         0         0         41653
     2.700         0         0         33593
     3.100         0         0         54066
     2.700         0         0         31422
     2.700         0         0         32711
     2.800         0         0         28057
     3.000         0         0         24329
     3.100         0         0         58488
     2.800         0         0         33995
     2.500         0         0         58503
     2.500         0         0         51845
     3.000         0         0         28796
     2.500         0         0         41143
     2.900         0         0         16296
     2.900         0         0         34049
     2.500         0         0         31425
     3.300         0         0         52009
     2.800         0         0          2706
     2.800         0         0         37517
     2.700         0         0         47871
     2.700         0         0         46810
     2.600         0         0         34034
     2.500         0         0         52008
     2.600         0         0         52002
     2.900         0         0         19168
     2.500         0         0         54167
     2.600         0         0         55495
     2.800         0         0         41289
     2.800         0         0         55518
     3.300         0         0         41663
     2.800         0         0         54169
     3.100         0         0         60698
     2.500         0         0         48538
     2.600         0         0         43479
     3.300         0         0         49302
     2.500         0         0         59794
     2.700         0         0         12915
     2.600         0         0         46042
     2.800         0         0         60811
     2.900         0         0         22368
     2.600         0         0         60793
     3.200         0         0         52308
     2.500         0         0         49250
     2.500         0         0         14231
     2.500         0         0         33502
     2.900         0         0         36629
     2.500         0         0         37829
     2.600         0         0         55571
     2.500         0         0         37638
     2.600         0         0         41475
     2.900         0         0         54062
     2.800         0         0         41236
     2.600         0         0         55949
     2.500         0         0         44454
     2.800         0         0         64923
     3.300         0         0         52641
     3.100         0         0         17999
     2.700         0         0         27762
     2.600         0         0         25522
     3.200         0         0         33057
     2.800         0         0         28022
     3.700         0         0         37512
     3.300         0         0         29954
     2.700         0         0         54130
     2.500         0         0         37518
     2.600         0         0         46597
     3.300         0         0         34261
     2.500         0         0         64139
     2.700         0         0         52000
     2.600         0         0         38007
     2.500         0         0         63428
     3.000         0         0         41797
     2.600         0         0         38064
     2.500         0         0         22963
     2.800         0         0         43306
     3.500         0         0         45167
     2.800         0         0         34014
     2.500         0         0         51798
     2.700         0         0         37266
     2.700         0         0         45165
     2.500         0         0         41146
     2.800         0         0         32548
     2.600         0         0         40950
     2.500         0         0         44202
     3.300         0         0         61052
     3.100         0         0         43159
     2.700         0         0         54336
     3.100         0         0         40334
     3.000         0         0         55779
     2.800         0         0         34169
     2.500         0         0         32585
     2.500         0         0         43161
     3.000         0         0         53843
     2.500         0         0         20733
     2.700         0         0          2707
     3.400         0         0         42578
     2.600         0         0         28770
     2.700         0         0         58480
     2.600         0         0         59649
     2.800         0         0         41423
     2.900         0         0         33576
     2.700         0         0          2708
     2.500         0         0         65525
     2.600         0         0         36772
     3.100         0         0         45779
     2.500         0         0         62491
     2.600         0         0         55747
     2.600         0         0         63305
     2.700         0         0         53866
     2.800         0         0         65651
     2.500         0         0         37754
     3.000         0         0         42941
     2.600         0         0         54104
     2.700         0         0         19154
     2.600         0         0         55757
     3.000         0         0         55777
     2.700         0         0         62495
     2.500         0         0         49548
     2.600         0         0         53662
     2.600         0         0         44587
     2.600         0         0         56374
     2.800         0         0         32709
     3.400         0         0         63826
     2.600         0         0         44590
     2.600         0         0         23465
     3.100         0         0          2710
     2.600         0         0         45965
     2.500         0         0         27664
     2.600         0         0         59653
     2.500         0         0         46840
     2.600         0         0         49972
     3.000         0         0         44271
     3.000         0         0         27143
     2.600         0         0         55737
     2.600         0         0         13492
     2.600         0         0         60785
     3.100         0         0         62494
     2.900         0         0         34100
     2.600         0         0         37361
     2.700         0         0         55689
     2.700         0         0         16547
     2.700         0         0         61534
     3.500         0         0         65179
     2.800         0         0         38155
     3.700         0         0         35658
     2.500         0         0         64567
     2.600         0         0         23678
     2.800         0         0         53712
     2.900         0         0         65655
     3.200         0         0         47084
     2.900         0         0         34183
     3.500         0         0         44147
     2.500         0         0         64566
     2.800         0         0         41519
     2.900         0         0         36715
     2.800         0         0         29780
     2.800         0         0         50027
     2.600         0         0         39403
     3.200         0         0         65942
     2.800         0         0         58591
     2.500         0         0         44595
     2.600         0         0         21861
     2.500         0         0         41636
     2.500         0         0         64568
     2.600         0         0          2711
     2.500         0         0         41766
     2.600         0         0         47086
     3.100         0         0         33237
     3.500         0         0         45820
     2.900         0         0         48049
     2.600         0         0         46804
     2.600         0         0         52333
     2.600         0         0         65947
     2.700         0         0         65946
     2.700         0         0          7258
     3.200         0         0         61262
     2.500         0         0         58711
     2.600         0         0         49319
     2.500         0         0         41650
     3.700         0         0         41173
     2.900         0         0         29390
     2.500         0         0         49570
     2.500         0         0         23723
     3.200         0         0         22248
     2.800         0         0         52242
     2.800         0         0         39036
     2.600         0         0         49472
     2.500         0         0         16380
     2.500         0         0         54111
     2.600         0         0         50433
     2.700         0         0         55466
     3.000         0         0         37608
     2.700         0         0          7257
     2.600         0         0         37367
     2.800         0         0         44510
     3.500         0         0         39996
     2.500         0         0         57206
     2.500         0         0         51882
     3.300         0         0         27836
     3.100         0         0         64440
     2.900         0         0         64919
     3.700         0         0         50395
     2.500         0         0         57281
     2.500         0         0         44593
     2.600         0         0         33869
     2.600         0         0         18772
     2.900         0         0         27584
     2.600         0         0         40932
     2.700         0         0         47034
     3.000         0         0         49550
     2.500         0         0         53580
     3.200         0         0         16700
     2.700         0         0          2712
     2.600         0         0         36833
     2.800         0         0         28087
     2.600         0         0         58712
     2.900         0         0         41370
     3.200         0         0         65177
     2.500         0         0         46874
     2.500         0         0         45453
     3.000         0         0         18279
     3.000         0         0         40265
     2.500         0         0         25068
     2.900         0         0         39023
     2.700         0         0         44588
     2.500         0         0         53765
     3.000         0         0         22903
     2.500         0         0         42327
     2.800         0         0         46513
     2.500         0         0         65544
     2.500         0         0         27174
     2.800         0         0         60177
     3.200         0         0         63304
     3.200         0         0         45542
     3.300         0         0         27260
     2.500         0         0         43855
     2.600         0         0          7214
     3.300         0         0         57356
     2.500         0         0         54175
     2.500         0         0         15817
     2.500         0         0         55425
     3.200         0         0         31494
     2.500         0         0         61295
     3.000         0         0         43857
     3.000         0         0         23891
     2.600         0         0         58879
     2.600         0         0         63067
     3.100         0         0         28855
     3.000         0         0         27267
     2.800         0         0         41008
     2.600         0         0         53951
     3.000         0         0         40356
     3.400         0         0         48197
     2.700         0         0         17170
     2.500         0         0         65535
     2.500         0         0         15694
     2.800         0         0         57209
     2.500         0         0         25233
     2.900         0         0         58754
     2.900         0         0         37325
     2.900         0         0         34220
     2.600         0         0         47693
     3.200         0         0         23968
     2.500         0         0         54100
     2.800         0         0         41420
     2.700         0         0         53559
     2.500         0         0         57492
     3.600         0         0         46596
     2.600         0         0         27264
     2.900         0         0         44285
     2.500         0         0         55400
     2.600         0         0         52554
     2.600         0         0         63238
     2.600         0         0         43111
     2.500         0         0         44032
     2.500         0         0         58442
     2.800         0         0         29395
     2.600         0         0         39793
     2.700         0         0          7263
     2.500         0         0         34275
     3.200         0         0         60809
     3.200         0         0         60198
     2.500         0         0         32129
     3.200         0         0         33774
     2.800         0         0         49268
     3.300         0         0         34269
     2.900         0         0         37342
     2.600         0         0          7267
     2.500         0         0         33638
     2.800         0         0         37743
     2.700         0         0         28544
     2.700         0         0         43376
     2.700         0         0          2714
     2.500         0         0         33087
     2.500         0         0         59752
     2.500         0         0         31966
     2.800         0         0         33643
     2.800         0         0         53960
     2.500         0         0         30111
     2.700         0         0         56003
     2.700         0         0         66743
     2.500         0         0         48154
     2.700         0         0         25545
     2.500         0         0         40184
     2.900         0         0         40185
     3.200         0         0         33578
     3.600         0         0         48352
     3.300         0         0         50693
     2.800         0         0          2715
     3.300         0         0         44376
     2.500         0         0         50424
     2.600         0         0          2716
     3.000         0         0         65950
     2.500         0         0          2717
     2.600         0         0         40187
     2.700         0         0         17394
     2.700         0         0         50538
     2.700         0         0         42825
     2.500         0         0         45390
     3.100         0         0         41234
     2.600         0         0         38311
     2.600         0         0         36279
     3.000         0         0         47672
     2.500         0         0         65949
     2.500         0         0         37630
     2.500         0         0         36286
     3.500         0         0         14278
     2.500         0         0         29191
     2.900         0         0         22018
     2.600         0         0         18572
     2.600         0         0         32149
     2.900         0         0         66122
     2.900         0         0         59754
     2.700         0         0         19020
     2.600         0         0         41176
     2.800         0         0         65656
     3.000         0         0         55421
     3.100         0         0         65175
     3.200         0         0         23320
     2.600         0         0         22310
     2.800         0         0         58582
     3.600         0         0         58588
     2.800         0         0         54498
     2.600         0         0          2718
     2.600         0         0         51736
     2.500         0         0         57373
     2.700         0         0         49388
     2.500         0         0         53722
     2.800         0         0         42357
     2.500         0         0         55783
     2.700         0         0          2719
     3.200         0         0         56407
     3.700         0         0         44368
     3.500         0         0         60756
     2.800         0         0         59855
     3.000         0         0         22019
     3.100         0         0         52735
     2.700         0         0         55840
     2.700         0         0         27695
     2.700         0         0         46581
     2.700         0         0         42823
     3.000         0         0         59874
     2.600         0         0         27515
     2.600         0         0         60805
     3.300         0         0         37809
     2.500         0         0         60806
     2.900         0         0         66116
     2.900         0         0         53659
     3.300         0         0         66119
     2.700         0         0         50692
     2.700         0         0         55736
     2.700         0         0         45224
     2.900         0         0         48185
     2.800         0         0         53643
     2.500         0         0         58623
     2.900         0         0         37552
     2.500         0         0         66227
     2.700         0         0         28326
     2.700         0         0         59263
     2.600         0         0         29159
     2.500         0         0         33815
     2.500         0         0         34164
     2.700         0         0         41363
     2.900         0         0         57387
     3.100         0         0         37858
     2.600         0         0         34188
     2.500         0         0         66229
     3.100         0         0         25409
     2.600         0         0         61514
     3.000         0         0         41254
     2.900         0         0          2720
     2.500         0         0         18341
     2.500         0         0         51829
     2.900         0         0         39016
     2.800         0         0         40373
     2.500         0         0         57306
     2.600         0         0         41387
     2.700         0         0         41638
     2.600         0         0         55914
     2.500         0         0         62511
     2.700         0         0          2721
     2.500         0         0         28591
     2.500         0         0         39609
     3.100         0         0         18070
     3.100         0         0         24281
     2.500         0         0         66226
     3.200         0         0         39852
     2.600         0         0         40208
     3.100         0         0         40256
     2.800         0         0         51822
     2.500         0         0         56312
     2.800         0         0         32559
     2.900         0         0          2722
     3.500         0         0         57957
     3.000         0         0         59206
     2.700         0         0         39624
     2.600         0         0         57527
     2.500         0         0         66123
     2.800         0         0         41403
     2.600         0         0         39610
     2.800         0         0         22824
     2.500         0         0         57478
     2.700         0         0         22047
     2.500         0         0         44000
     3.000         0         0         40234
     2.500         0         0         44316
     3.300         0         0         23241
     2.600         0         0         54182
     2.500         0         0         58656
     2.600         0         0         44632
     2.500         0         0         54055
     3.000         0         0         17338
     3.100         0         0         36713
     2.500         0         0         17381
     2.500         0         0         24448
     3.200         0         0         41094
     2.900         0         0         43348
     2.700         0         0         65548
     3.000         0         0         46605
     2.900         0         0         57175
     2.900         0         0         47419
     2.600         0         0         58763
     3.100         0         0         46027
     2.700         0         0         24211
     2.600         0         0         48222
     2.900         0         0         22945
     2.600         0         0         49253
     2.600         0         0         25369
     2.800         0         0         28555
     3.300         0         0         60470
     2.500         0         0         47997
     2.500         0         0          2723
     2.600         0         0         59699
     3.500         0         0         47008
     2.700         0         0          7179
     2.800         0         0         16483
     2.600         0         0         60726
     2.700         0         0         46035
     3.000         0         0         46736
     2.500         0         0         53984
     2.600         0         0         60731
     2.500         0         0         21241
     2.500         0         0         39473
     3.000         0         0         59688
     2.700         0         0         32492
     3.700         0         0         31468
     2.600         0         0         39616
     2.800         0         0          2724
     2.500         0         0          2725
     2.500         0         0         44221
     2.500         0         0         34276
     2.500         0         0         59672
     3.000         0         0         35578
     2.900         0         0         46019
     2.800         0         0         37458
     2.600         0         0         52011
     2.600         0         0         61490
     2.700         0         0         17450
     2.700         0         0         55907
     3.300         0         0         41185
     2.900         0         0         43468
     2.500         0         0         39866
     2.700         0         0         59722
     3.100         0         0         18655
     2.600         0         0         47799
     2.600         0         0         63395
     2.600         0         0         31469
     3.200         0         0         34634
     2.500         0         0         55568
     2.600         0         0         45101
     2.700         0         0         57222
     3.300         0         0         59690
     3.300         0         0         39815
     2.600         0         0         46639
     2.800         0         0         50452
     2.500         0         0         59686
     2.500         0         0         41349
     2.600         0         0         46610
     3.200         0         0         59673
     2.600         0         0         46627
     2.700         0         0         60710
     2.500         0         0         59691
     2.600         0         0         50446
     2.900         0         0          2728
     2.800         0         0         45996
     2.500         0         0         43845
     3.000         0         0          2729
     3.500         0         0         24037
     3.000         0         0         59871
     2.500         0         0         59870
     2.800         0         0         15167
     3.000         0         0         29884
     2.800         0         0         63394
     2.800         0         0         29819
     2.700         0         0         37859
     2.500         0         0         47819
     2.500         0         0         59733
     4.000         0         0         63393
     3.000         0         0         45889
     2.500         0         0         47998
     2.900         0         0         47673
     2.700         0         0         64954
     2.500         0         0          2730
     2.700         0         0         54340
     2.500         0         0         27457
     3.600         0         0         60723
     2.800         0         0         27816
     2.500         0         0         60722
     2.700         0         0         37724
     2.700         0         0         59654
     2.600         0         0         53529
     3.100         0         0         19161
     2.600         0         0         34612
     2.500         0         0         25571
     2.500         0         0         62073
     4.000         0         0          2731
     2.600         0         0          7271
     3.000         0         0         10726
     2.500         0         0         25572
     2.700         0         0         57159
     2.500         0         0         40940
     2.500         0         0         58694
     2.700         0         0          2732
     2.600         0         0         60056
     2.700         0         0         63631
     2.500         0         0         19096
     2.800         0         0         64316
     3.900         0         0         61654
     2.800         0         0         62698
     2.600         0         0         33333
     2.500         0         0         63518
     2.700         0         0         62697
     2.800         0         0         59933
     2.700         0         0         52555
     2.900         0         0         60946
     2.800         0         0         57086
     2.500         0         0         63791
     3.000         0         0         15707
     3.000         0         0         58633
     3.000         0         0         61448
     2.800         0         0         62797
     2.800         0         0         59710
     2.800         0         0         63578
     2.700         0         0         60970
     2.600         0         0         64269
     2.700         0         0         47417
     2.500         0         0         44144
     3.300         0         0         61585
     2.600         0         0         23431
     3.000         0         0         58820
     2.500         0         0         62066
     2.500         0         0         33709
     2.500         0         0         35934
     2.600         0         0         57903
     2.500         0         0         63030
     2.600         0         0         64377
     2.600         0         0         60096
     2.700         0         0         14673
     2.800         0         0         62136
     2.700         0         0         63818
     2.600         0         0         46747
     2.500         0         0         62966
     3.200         0         0         50002
     2.700         0         0         53648
     3.200         0         0         64241
     2.600         0         0          2733
     2.500         0         0         60054
     2.600         0         0         19123
     2.700         0         0         44466
     2.600         0         0         61940
     2.600         0         0         60702
     2.500         0         0         45956
     2.600         0         0         65477
     3.000         0         0         60049
     3.200         0         0         65321
     3.300         0         0         62155
     3.100         0         0         61677
     3.300         0         0         32355
     2.600         0         0         64708
     3.000         0         0         44065
     2.600         0         0         27677
     2.900         0         0         62053
     3.100         0         0         53633
     3.500         0         0         42676
     2.600         0         0         37778
     2.700         0         0         62586
     2.500         0         0         35997
     2.500         0         0         63460
     3.000         0         0         62733
     2.600         0         0         60091
     3.600         0         0         61836
     3.100         0         0         64239
     2.500         0         0         62118
     2.500         0         0         61692
     2.600         0         0         55837
     2.600         0         0         62090
     3.000         0         0         14748
     3.000         0         0         62713
     2.600         0         0          2736
     3.000         0         0         60954
     2.600         0         0         65080
     2.500         0         0         52262
     2.500         0         0         43835
     3.300         0         0         38156
     2.800         0         0         64413
     2.700         0         0         32003
     3.200         0         0         55806
     2.500         0         0         62745
     2.500         0         0         36184
     3.100         0         0         57368
     2.500         0         0         40955
     2.700         0         0         60887
     2.800         0         0         24808
     2.600         0         0         53705
     3.000         0         0         65483
     2.700         0         0         65479
     3.200         0         0         65604
     2.800         0         0         65481
     2.900         0         0         60042
     2.700         0         0         51906
     2.600         0         0         65603
     2.500         0         0         63519
     3.200         0         0         66106
     3.300         0         0         62754
     3.200         0         0         61900
     2.500         0         0         63525
     2.800         0         0         27318
     2.700         0         0         58819
     3.400         0         0         57961
     2.600         0         0         58726
     3.000         0         0         52613
     2.500         0         0         60678
     2.600         0         0         22617
     2.500         0         0         36257
     2.900         0         0         36208
     2.900         0         0         39440
     2.700         0         0         35990
     2.600         0         0         47009
     3.500         0         0         61939
     2.700         0         0         60739
     2.800         0         0         41857
     2.500         0         0         65605
     3.100         0         0         33296
     2.500         0         0         65926
     2.600         0         0         54119
     2.600         0         0         22039
     2.500         0         0         64409
     2.500         0         0         64874
     2.900         0         0         60976
     3.400         0         0         62727
     2.600         0         0         64267
     3.100         0         0         63598
     3.300         0         0         62914
     2.500         0         0         41012
     2.500         0         0         61005
     3.100         0         0         65930
     2.800         0         0         14724
     2.500         0         0         22322
     2.600         0         0         63711
     2.800         0         0         33169
     2.500         0         0         21984
     2.700         0         0         64763
     2.500         0         0         61862
     2.500         0         0         41113
     2.800         0         0         50015
     2.700         0         0         64268
     2.700         0         0         57098
     2.500         0         0         39442
     2.900         0         0         55844
     2.500         0         0         13450
     2.500         0         0         62915
     2.500         0         0         62988
     2.500         0         0         64885
     3.000         0         0         59957
     3.500         0         0         46636
     2.900         0         0         50492
     2.600         0         0         46859
     3.200         0         0         46005
     3.000         0         0         22321
     2.500         0         0         54537
     2.500         0         0         56418
     2.900         0         0         35996
     2.500         0         0         55940
     2.700         0         0         62139
     2.600         0         0         60986
     2.500         0         0         60011
     2.500         0         0         45148
     2.600         0         0         64261
     2.700         0         0         49243
     2.500         0         0         61317
     2.600         0         0         55493
     3.000         0         0         35672
     3.000         0         0         44056
     2.900         0         0         39277
     2.500         0         0         52373
     2.500         0         0         60166
     2.900         0         0         62905
     3.300         0         0         54197
     2.700         0         0         52625
     2.500         0         0         64263
     2.500         0         0         52305
     2.600         0         0         42702
     2.600         0         0         54343
     2.800         0         0         64107
     2.500         0         0         63633
     2.500         0         0         40206
     2.500         0         0         61824
     2.600         0         0         63397
     2.500         0         0         61492
     2.600         0         0         58858
     3.100         0         0         32418
     2.800         0         0         13857
     2.900         0         0         14978
     3.000         0         0         34047
     2.800         0         0          2737
     2.600         0         0         21572
     2.600         0         0         37046
     2.600         0         0         53676
     2.600         0         0         44439
     3.100         0         0         33687
     2.700         0         0         44456
     2.700         0         0         63605
     2.500         0         0         35675
     2.500         0         0         12955
     2.600         0         0         38049
     2.500         0         0         62896
     3.100         0         0         50072
     3.600         0         0         53623
     2.500         0         0         49939
     2.700         0         0         54082
     2.900         0         0         59680
     2.800         0         0         36523
     2.600         0         0         42451
     2.700         0         0         61977
     2.500         0         0         61036
     2.600         0         0         50501
     2.500         0         0         37160
     2.500         0         0         61739
     2.600         0         0         64430
     2.800         0         0          2738
     2.600         0         0         41243
     3.000         0         0         61003
     2.500         0         0         49425
     2.900         0         0         41652
     2.500         0         0         62154
     2.500         0         0         61991
     3.100         0         0         63027
     2.600         0         0         10727
     2.700         0         0         50541
     2.700         0         0         59675
     3.400         0         0         36435
     2.900         0         0         40064
     2.700         0         0         61618
     2.800         0         0          7273
     2.800         0         0         49956
     2.700         0         0         37782
     2.500         0         0         60736
     2.800         0         0         41207
     3.100         0         0         62573
     2.900         0         0         61616
     2.500         0         0         63439
     3.100         0         0         30070
     3.000         0         0         16318
     2.600         0         0         25507
     2.700         0         0         55374
     2.500         0         0         42351
     3.000         0         0         39081
     2.700         0         0         33836
     2.700         0         0         60863
     3.000         0         0         57108
     2.800         0         0         58461
     3.100         0         0         64880
     2.500         0         0         43858
     2.800         0         0         34642
     3.100         0         0         51734
     2.800         0         0         61970
     2.500         0         0         49443
     2.600         0         0         39097
     3.500         0         0         48140
     3.100         0         0         62082
     4.300         0         0         49554
     3.800         0         0          2740
     2.900         0         0         63645
     2.800         0         0         61606
     2.500         0         0         63032
     2.700         0         0         32208
     2.600         0         0         61498
     2.600         0         0         62572
     2.600         0         0         43287
     3.700         0         0         52014
     2.800         0         0         58857
     2.600         0         0         36336
     2.800         0         0         62579
     2.500         0         0         40835
     2.800         0         0         61610
     3.400         0         0         64273
     2.500         0         0         64327
     2.900         0         0         57285
     2.700         0         0         54083
     2.500         0         0         41050
     2.500         0         0         62574
     2.900         0         0         58458
     2.700         0         0         37693
     2.800         0         0         18409
     3.400         0         0         41268
     2.900         0         0         44241
     3.100         0         0         36301
     3.300         0         0         46845
     2.600         0         0         49967
     2.500         0         0         60691
     2.600         0         0         42960
     2.600         0         0         34157
     2.800         0         0         25303
     2.500         0         0         15055
     2.500         0         0         61600
     2.600         0         0         64436
     2.900         0         0         64237
     2.600         0         0         31628
     3.000         0         0         37180
     2.600         0         0         55494
     2.800         0         0         45907
     2.600         0         0         38969
     2.600         0         0         64706
     2.600         0         0         61697
     2.600         0         0         37125
     3.500         0         0         16180
     3.600         0         0         60078
     2.500         0         0         63031
     2.500         0         0         45154
     2.800         0         0         15436
     2.800         0         0         44057
     3.200         0         0         59869
     2.600         0         0         60804
     3.200         0         0         22761
     2.500         0         0         64192
     2.500         0         0         25426
     2.500         0         0         55359
     3.200         0         0         49592
     2.700         0         0         58789
     2.900         0         0         28036
     2.500         0         0         55761
     3.100         0         0         59979
     2.800         0         0         55665
     2.700         0         0         62146
     2.500         0         0          2742
     2.900         0         0         62710
     3.000         0         0         62145
     3.000         0         0         63523
     2.500         0         0         62696
     2.500         0         0         55663
     3.100         0         0         29681
     2.600         0         0         14689
     2.500         0         0         60137
     2.900         0         0         63170
     2.600         0         0         28293
     2.500         0         0         21687
     2.600         0         0          2743
     3.000         0         0         51887
     2.700         0         0         54698
     2.600         0         0         65135
     2.600         0         0         51908
     2.500         0         0         43423
     2.600         0         0         56533
     2.600         0         0         47001
     2.900         0         0         63586
     2.800         0         0         62031
     2.600         0         0         54179
     3.000         0         0         61936
     3.000         0         0         40299
     2.700         0         0         33030
     2.800         0         0         32584
     2.800         0         0         63947
     3.400         0         0         29354
     2.600         0         0         33138
     2.500         0         0         61969
     3.000         0         0         33469
     2.500         0         0         64310
     2.800         0         0         63932
     2.800         0         0         64542
     2.500         0         0         44357
     2.600         0         0         43817
     3.300         0         0         14381
     2.600         0         0         48175
     2.700         0         0         25551
     2.500         0         0         65428
     2.500         0         0         61497
     2.500         0         0         62337
     2.500         0         0         13650
     3.400         0         0          2744
     2.500         0         0         31774
     2.600         0         0         13688
     2.500         0         0         63036
     2.500         0         0         64517
     2.700         0         0         14494
     2.600         0         0         57968
     2.500         0         0         61531
     2.800         0         0         57504
     2.500         0         0         15248
     2.700         0         0         40210
     2.500         0         0         40209
     2.600         0         0         64528
     2.800         0         0         46762
     2.800         0         0          2745
     2.600         0         0         62571
     2.500         0         0         49367
     2.500         0         0         62570
     3.400         0         0          2746
     2.600         0         0         62338
     2.500         0         0         58547
     2.600         0         0         64969
     3.200         0         0         61567
     3.400         0         0         57310
     3.000         0         0          7279
     2.600         0         0         63379
     2.600         0         0         57516
     2.500         0         0         62798
     2.500         0         0         24324
     2.800         0         0         47676
     3.200         0         0         44270
     2.600         0         0         13586
     2.900         0         0         64989
     2.600         0         0         42422
     3.400         0         0          7278
     2.600         0         0         63313
     2.600         0         0         60701
     3.200         0         0         64040
     3.100         0         0         37206
     3.000         0         0         63043
     2.500         0         0         55839
     2.700         0         0         13893
     2.800         0         0         63380
     2.700         0         0         40372
     2.800         0         0         63382
     2.700         0         0         22213
     2.900         0         0         63322
     2.700         0         0         60031
     2.700         0         0         63937
     2.500         0         0         55778
     2.700         0         0         65005
     2.800         0         0         60055
     2.900         0         0         50780
     2.800         0         0         63569
